key,scroll,segment,recipe,windows,max_score,mean_score,best_y0,best_x0,window_px,ci_hi
PHercParis4/segments/20260701183145-w116-117/ink-detection/downsampled/PHercParis4-20260701183145-2.4um-0.22m-78keV-volume-20260411134726-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHercParis4,20260701183145-w116-117,canon,106,0.9079,0.5521,40960,36864,8192,0.035
PHercParis4/segments/20260623170305-w122-123/ink-detection/downsampled/PHercParis4-20260623170305-2.4um-0.22m-78keV-volume-20260411134726-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHercParis4,20260623170305-w122-123,canon,53,0.9398,0.5506,20480,98304,8192,0.0676
PHerc0172/segments/20251115002744-auto_grown_20251115002740308_4_flatboi/ink-detection/downsampled/PHerc0172-20251115002744-7.91um-53keV-volume-20241024131838-20251222202946-timesformer_scroll5_november19-tile64-stride16-ds8.jpg,PHerc0172,20251115002744-auto_grown_20251115002740308_4_flatboi,other,94,0.851,0.5428,6200,27280,2488,0.0393
PHerc1667/segments/20240304161941-w023_20240304161941_flatboi/ink-detection/downsampled/PHerc1667-20240304161941-1.129um-0.22m-59keV-volume-20260323082859-L1-20260709123958-mrg20736-1um-s1z2-tile256-stride128-ds8.jpg,PHerc1667,20240304161941-w023_20240304161941_flatboi,1um_s1z2,22,0.8908,0.5206,26112,69632,8704,0.1487
PHercParis4/segments/20260623170833-w124-125/ink-detection/downsampled/PHercParis4-20260623170833-2.4um-0.22m-78keV-volume-20260411134726-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHercParis4,20260623170833-w124-125,canon,60,0.889,0.5135,24576,114688,8192,0.0602
PHercParis4/segments/20260701183147-w120-121/ink-detection/downsampled/PHercParis4-20260701183147-2.4um-0.22m-78keV-volume-20260411134726-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHercParis4,20260701183147-w120-121,canon,103,0.9184,0.5123,16384,53248,8192,0.036
PHercParis4/segments/20260701183148-w122-123/ink-detection/downsampled/PHercParis4-20260701183148-2.4um-0.22m-78keV-volume-20260411134726-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHercParis4,20260701183148-w122-123,canon,102,0.9393,0.4779,28672,94208,8192,0.0363
PHercParis4/segments/20260623171400-w126-127/ink-detection/downsampled/PHercParis4-20260623171400-2.4um-0.22m-78keV-volume-20260411134726-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHercParis4,20260623171400-w126-127,canon,56,0.9194,0.3788,20480,126976,8192,0.0642
PHercParis4/segments/20260701183149-w124-125/ink-detection/downsampled/PHercParis4-20260701183149-2.4um-0.22m-78keV-volume-20260411134726-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHercParis4,20260701183149-w124-125,canon,104,0.8803,0.3616,20480,40960,8192,0.0356
PHercParis4/segments/20260701183150-w126-127/ink-detection/downsampled/PHercParis4-20260701183150-2.4um-0.22m-78keV-volume-20260411134726-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHercParis4,20260701183150-w126-127,canon,99,0.893,0.1603,36864,139264,8192,0.0374
PHercParis4/segments/20260623171929-w128-129/ink-detection/downsampled/PHercParis4-20260623171929-2.4um-0.22m-78keV-volume-20260411134726-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHercParis4,20260623171929-w128-129,canon,58,0.9574,0.1203,45056,49152,8192,0.0621
PHercParis4/segments/20260701183151-w128-129/ink-detection/downsampled/PHercParis4-20260701183151-2.4um-0.22m-78keV-volume-20260411134726-20260417190342-new_canon_autoresearch_recipe-tile256-stride128-ds8.jpg,PHercParis4,20260701183151-w128-129,canon,93,0.8599,0.0379,69632,40960,8192,0.0397
