scroll,segment,recipe,pitch_um,y0,x0,jpg,area,requant,q50
PHerc1667,20240304161941-w023,canon,2.399,12288,24576,0.7667,0.7576,0.7638,0.7733
PHerc1667,20240304161941-w023,canon,2.399,12288,28672,0.8502,0.8447,0.8447,0.8447
PHerc1667,20240304161941-w023,canon,2.399,12288,32768,0.8647,0.8581,0.858,0.8583
PHerc1667,20240304161941-w023,canon,2.399,12288,36864,0.8382,0.838,0.8379,0.8383
PHerc1667,20240304161941-w023,canon,2.399,12288,40960,0.8318,0.8263,0.8326,0.8263
PHerc1667,20240304161941-w023,canon,2.399,12288,45056,0.8099,0.802,0.8103,0.8022
PHerc1667,20240304161941-w023,canon,2.399,12288,49152,0.67,0.6703,0.6704,0.6706
PHerc1667,20240304161941-w023,canon,2.399,12288,53248,0.4846,0.4859,0.4857,0.4858
PHerc1667,20240304161941-w023,canon,2.399,12288,57344,0.8337,0.8341,0.834,0.8341
PHerc1667,20240304161941-w023,canon,2.399,12288,61440,0.9121,0.9051,0.9051,0.9059
PHerc1667,20240304161941-w023,canon,2.399,12288,65536,0.9536,0.9459,0.9459,0.9466
PHerc1667,20240304161941-w023,canon,2.399,12288,69632,0.9695,0.9695,0.9695,0.9694
PHerc1667,20240304161941-w023,canon,2.399,12288,73728,0.8861,0.8862,0.8863,0.8976
PHerc1667,20240304161941-w023,canon,2.399,12288,77824,0.8649,0.8646,0.8647,0.865
PHerc1667,20240304161941-w023,canon,2.399,12288,81920,0.7828,0.7831,0.783,0.7832
PHerc1667,20240304161941-w023,canon,2.399,12288,86016,0.8274,0.8281,0.8282,0.8282
PHerc1667,20240304161941-w023,canon,2.399,12288,90112,0.92,0.9202,0.9203,0.9203
PHerc1667,20240304161941-w023,canon,2.399,16384,0,0.8815,0.8816,0.8827,0.8816
PHerc1667,20240304161941-w023,canon,2.399,16384,4096,0.6796,0.6807,0.6807,0.6873
PHerc1667,20240304161941-w023,canon,2.399,16384,8192,0.6208,0.6214,0.6214,0.6214
PHerc1667,20240304161941-w023,canon,2.399,16384,12288,0.9002,0.9004,0.9004,0.9003
PHerc1667,20240304161941-w023,canon,2.399,16384,16384,0.5753,0.5754,0.5754,0.5753
PHerc1667,20240304161941-w023,canon,2.399,16384,20480,0.4537,0.454,0.4541,0.454
PHerc1667,20240304161941-w023,canon,2.399,16384,24576,0.3389,0.3392,0.3392,0.3391
PHerc1667,20240304161941-w023,canon,2.399,16384,28672,0.3475,0.3474,0.3473,0.3473
PHerc1667,20240304161941-w023,canon,2.399,16384,32768,0.7578,0.7577,0.7576,0.7529
PHerc1667,20240304161941-w023,canon,2.399,16384,36864,0.8776,0.8776,0.8777,0.8712
PHerc1667,20240304161941-w023,canon,2.399,16384,40960,0.8868,0.8828,0.8871,0.8829
PHerc1667,20240304161941-w023,canon,2.399,16384,45056,0.8511,0.8456,0.8514,0.8455
PHerc1667,20240304161941-w023,canon,2.399,16384,49152,0.7395,0.7163,0.7165,0.7159
PHerc1667,20240304161941-w023,canon,2.399,16384,53248,0.5933,0.571,0.571,0.5708
PHerc1667,20240304161941-w023,canon,2.399,16384,57344,0.8517,0.8521,0.852,0.8521
PHerc1667,20240304161941-w023,canon,2.399,16384,61440,0.8806,0.8807,0.8807,0.8808
PHerc1667,20240304161941-w023,canon,2.399,16384,65536,0.9218,0.9217,0.9217,0.9216
PHerc1667,20240304161941-w023,canon,2.399,16384,69632,0.934,0.9339,0.934,0.934
PHerc1667,20240304161941-w023,canon,2.399,16384,73728,0.8363,0.8364,0.8366,0.8521
PHerc1667,20240304161941-w023,canon,2.399,16384,77824,0.8389,0.8387,0.8389,0.8391
PHerc1667,20240304161941-w023,canon,2.399,16384,81920,0.7588,0.7587,0.7587,0.759
PHerc1667,20240304161941-w023,canon,2.399,16384,86016,0.8599,0.8601,0.8602,0.8605
PHerc1667,20240304161941-w023,canon,2.399,16384,90112,0.9401,0.9403,0.9404,0.9404
PHerc1667,20240304161941-w023,canon,2.399,20480,0,0.701,0.7012,0.702,0.7012
PHerc1667,20240304161941-w023,canon,2.399,20480,4096,0.4919,0.4923,0.4922,0.4923
PHerc1667,20240304161941-w023,canon,2.399,20480,8192,0.6167,0.617,0.6169,0.617
PHerc1667,20240304161941-w023,canon,2.399,20480,12288,0.9207,0.9209,0.9209,0.9208
PHerc1667,20240304161941-w023,canon,2.399,20480,16384,0.5316,0.5321,0.532,0.5319
PHerc1667,20240304161941-w023,canon,2.399,20480,20480,0.4669,0.4671,0.4671,0.4708
PHerc1667,20240304161941-w023,canon,2.399,20480,24576,0.407,0.4072,0.4071,0.4108
PHerc1667,20240304161941-w023,canon,2.399,20480,28672,0.3292,0.3294,0.3295,0.3294
PHerc1667,20240304161941-w023,canon,2.399,20480,32768,0.7087,0.7089,0.7089,0.7078
PHerc1667,20240304161941-w023,canon,2.399,20480,36864,0.8387,0.8388,0.839,0.8374
PHerc1667,20240304161941-w023,canon,2.399,20480,40960,0.8357,0.8355,0.8356,0.8356
PHerc1667,20240304161941-w023,canon,2.399,20480,45056,0.8153,0.8153,0.8153,0.8153
PHerc1667,20240304161941-w023,canon,2.399,20480,49152,0.7254,0.7255,0.7256,0.7257
PHerc1667,20240304161941-w023,canon,2.399,20480,53248,0.604,0.6045,0.6047,0.5844
PHerc1667,20240304161941-w023,canon,2.399,20480,57344,0.784,0.7845,0.7846,0.7733
PHerc1667,20240304161941-w023,canon,2.399,20480,61440,0.7937,0.7941,0.7942,0.7941
PHerc1667,20240304161941-w023,canon,2.399,20480,65536,0.767,0.767,0.7671,0.767
PHerc1667,20240304161941-w023,canon,2.399,20480,69632,0.6425,0.6566,0.6566,0.6424
PHerc1667,20240304161941-w023,canon,2.399,20480,73728,0.607,0.6072,0.6073,0.6074
PHerc1667,20240304161941-w023,canon,2.399,20480,77824,0.7775,0.7781,0.7782,0.7782
PHerc1667,20240304161941-w023,canon,2.399,20480,81920,0.6887,0.6894,0.6893,0.6896
PHerc1667,20240304161941-w023,canon,2.399,20480,86016,0.832,0.8319,0.8319,0.8322
PHerc1667,20240304161941-w023,canon,2.399,20480,90112,0.9346,0.9347,0.9348,0.9348
PHerc1667,20240304161941-w023,canon,2.399,24576,0,0.6657,0.6666,0.6665,0.6668
PHerc1667,20240304161941-w023,canon,2.399,24576,4096,0.5827,0.5836,0.5835,0.5837
PHerc1667,20240304161941-w023,canon,2.399,24576,8192,0.8273,0.8319,0.8319,0.8319
PHerc1667,20240304161941-w023,canon,2.399,24576,12288,0.7308,0.7212,0.7214,0.7209
PHerc1667,20240304161941-w023,canon,2.399,24576,16384,0.7764,0.7697,0.7698,0.7694
PHerc1667,20240304161941-w023,canon,2.399,24576,20480,0.6483,0.6478,0.6478,0.653
PHerc1667,20240304161941-w023,canon,2.399,24576,24576,0.5852,0.5923,0.5922,0.5986
PHerc1667,20240304161941-w023,canon,2.399,24576,28672,0.7175,0.7265,0.7265,0.7319
PHerc1667,20240304161941-w023,canon,2.399,24576,32768,0.7476,0.7472,0.7474,0.7557
PHerc1667,20240304161941-w023,canon,2.399,24576,36864,0.7392,0.7389,0.739,0.7508
PHerc1667,20240304161941-w023,canon,2.399,24576,40960,0.7095,0.7093,0.7094,0.7092
PHerc1667,20240304161941-w023,canon,2.399,24576,45056,0.6381,0.6383,0.6383,0.6384
PHerc1667,20240304161941-w023,canon,2.399,24576,49152,0.464,0.4646,0.4646,0.4656
PHerc1667,20240304161941-w023,canon,2.399,24576,53248,0.4612,0.461,0.4612,0.4441
PHerc1667,20240304161941-w023,canon,2.399,24576,57344,0.6894,0.6905,0.6907,0.6763
PHerc1667,20240304161941-w023,canon,2.399,24576,61440,0.741,0.7415,0.7337,0.7338
PHerc1667,20240304161941-w023,canon,2.399,24576,65536,0.7857,0.7855,0.7789,0.779
PHerc1667,20240304161941-w023,canon,2.399,24576,69632,0.726,0.7493,0.7494,0.7395
PHerc1667,20240304161941-w023,canon,2.399,24576,73728,0.6809,0.6965,0.6965,0.6967
PHerc1667,20240304161941-w023,canon,2.399,24576,77824,0.7575,0.7582,0.758,0.7581
PHerc1667,20240304161941-w023,canon,2.399,24576,81920,0.6265,0.6274,0.6271,0.6274
PHerc1667,20240304161941-w023,canon,2.399,24576,86016,0.8161,0.8163,0.8163,0.8163
PHerc1667,20240304161941-w023,canon,2.399,24576,90112,0.8993,0.8991,0.8991,0.9059
PHerc1667,20240304161941-w023,canon,2.399,28672,4096,0.8586,0.8588,0.8588,0.8589
PHerc1667,20240304161941-w023,canon,2.399,28672,8192,0.7759,0.7803,0.7803,0.7804
PHerc1667,20240304161941-w023,canon,2.399,28672,12288,0.7401,0.7324,0.7323,0.7324
PHerc1667,20240304161941-w023,canon,2.399,28672,16384,0.7313,0.7269,0.727,0.7267
PHerc1667,20240304161941-w023,canon,2.399,28672,20480,0.4005,0.4005,0.4006,0.4005
PHerc1667,20240304161941-w023,canon,2.399,28672,24576,0.3632,0.3678,0.3678,0.3678
PHerc1667,20240304161941-w023,canon,2.399,28672,28672,0.7621,0.77,0.77,0.7746
PHerc1667,20240304161941-w023,canon,2.399,28672,32768,0.7214,0.722,0.7222,0.7273
PHerc1667,20240304161941-w023,canon,2.399,28672,36864,0.39,0.3901,0.3901,0.3961
PHerc1667,20240304161941-w023,canon,2.399,28672,40960,0.3783,0.3781,0.3782,0.3781
PHerc1667,20240304161941-w023,canon,2.399,28672,45056,0.6908,0.6914,0.6913,0.6918
PHerc1667,20240304161941-w023,canon,2.399,28672,49152,0.5459,0.546,0.5459,0.5466
PHerc1667,20240304161941-w023,canon,2.399,28672,53248,0.4943,0.4942,0.4942,0.4947
PHerc1667,20240304161941-w023,canon,2.399,28672,57344,0.6885,0.6881,0.6881,0.6884
PHerc1667,20240304161941-w023,canon,2.399,28672,61440,0.7237,0.7235,0.7153,0.7028
PHerc1667,20240304161941-w023,canon,2.399,28672,65536,0.7072,0.7076,0.6991,0.6865
PHerc1667,20240304161941-w023,canon,2.399,28672,69632,0.7246,0.7252,0.7253,0.7259
PHerc1667,20240304161941-w023,canon,2.399,28672,73728,0.6999,0.6999,0.7,0.7006
PHerc1667,20240304161941-w023,canon,2.399,28672,77824,0.6687,0.6695,0.6692,0.6692
PHerc1667,20240304161941-w023,canon,2.399,28672,81920,0.5388,0.5402,0.54,0.5402
PHerc1667,20240304161941-w023,canon,2.399,28672,86016,0.7353,0.7361,0.7361,0.7366
PHerc1667,20240304161941-w023,canon,2.399,28672,90112,0.7685,0.7688,0.7687,0.7784
PHerc1667,20240304161941-w023,canon,2.399,32768,4096,0.8603,0.8606,0.8606,0.8607
PHerc1667,20240304161941-w023,canon,2.399,32768,20480,0.2468,0.2507,0.2507,0.2507
PHerc1667,20240304161941-w023,canon,2.399,32768,24576,0.2865,0.2866,0.2866,0.2867
PHerc1667,20240304161941-w023,canon,2.399,32768,28672,0.7746,0.7753,0.7754,0.7824
PHerc1667,20240304161941-w023,canon,2.399,32768,40960,0.2883,0.2882,0.2883,0.2883
PHerc1667,20240304161941-w023,canon,2.399,32768,45056,0.6311,0.6319,0.6318,0.632
PHerc1667,20240304161941-w023,canon,2.399,32768,49152,0.5686,0.5698,0.5698,0.5699
PHerc1667,20240304161941-w023,canon,2.399,32768,61440,0.4601,0.4602,0.4608,0.4361
PHerc1667,20240304161941-w023,canon,2.399,32768,65536,0.3569,0.3575,0.3576,0.3371
PHerc1667,20240304161941-w023,canon,2.399,32768,69632,0.3749,0.3743,0.3741,0.3739
PHerc1667,20240304161941-w023,canon,2.399,32768,73728,0.4389,0.4379,0.4377,0.4377
PHerc1667,20240304161941-w023,canon,2.399,32768,81920,0.4331,0.4338,0.4338,0.4339
PHerc1667,20240304161941-w023,canon,2.399,32768,86016,0.5348,0.5354,0.5353,0.5363
PHerc1667,20240304161941-w023,canon,2.399,32768,90112,0.5753,0.576,0.5759,0.5766
